timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1601652467423,11,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,11,utf-8,1,0,home-pc,0,0
1601652467423,10,click_guestbook_1,200,,UC_02_sendComment 1-3,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652467435,3,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,3905,344,5,6,http://localhost:8080/service/guestbook,,3,UTF-8,1,0,home-pc,0,0
1601652467434,4,click_guestbook_2,200,,UC_02_sendComment 1-3,text,true,,3905,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652467439,5,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,496,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652467439,5,create_COMMENT_1,200,,UC_02_sendComment 1-3,text,true,,274,622,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652467444,4,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,4016,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652467444,4,create_COMMENT_2,200,,UC_02_sendComment 1-3,text,true,,4016,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652466802,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,976,0
1601652466761,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1018,0
1601652467778,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652467779,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652467791,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652467790,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,16,0
1601652467806,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652467806,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652466802,1013,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-4,,true,,41344,2497,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652466761,1054,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,41344,2332,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652467763,14,connect_to_server,200,,UC_02_sendComment 1-4,text,true,,22653,355,5,6,http://localhost:8080/,,14,utf-8,1,0,home-pc,0,0
1601652467763,15,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,,15,utf-8,1,0,home-pc,0,0
1601652467778,11,click_clients,200,,UC_02_sendComment 1-4,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652467779,11,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652467790,10,click_guestbook_1,200,,UC_02_sendComment 1-4,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652467791,10,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652467801,5,click_guestbook_2,200,,UC_02_sendComment 1-4,text,true,,4016,344,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652467802,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,4016,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652467806,5,create_COMMENT_1,200,,UC_02_sendComment 1-4,text,true,,274,685,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652467806,5,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,520,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652467811,4,create_COMMENT_2,200,,UC_02_sendComment 1-4,text,true,,4154,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652467811,4,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,4154,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652467449,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1016,0
1601652467449,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1017,0
1601652468465,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652468466,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652468477,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,22,0
1601652468477,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,22,0
1601652468499,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,64,0
1601652467449,1113,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,41665,2486,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652468450,14,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,,14,utf-8,1,0,home-pc,0,0
1601652468465,11,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652468477,10,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652468488,10,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,4154,344,5,6,http://localhost:8080/service/guestbook,,10,UTF-8,1,0,home-pc,0,0
1601652468499,57,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,674,5,6,http://localhost:8080/service/guestbook,,57,UTF-8,1,0,home-pc,0,0
1601652468556,6,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,4337,318,5,6,http://localhost:8080/service/guestbook,,6,UTF-8,1,0,home-pc,0,0
1601652468499,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,66,0
1601652467449,1116,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-3,,true,,41665,2469,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652468450,15,connect_to_server,200,,UC_02_sendComment 1-3,text,true,,22653,355,5,6,http://localhost:8080/,,15,utf-8,1,0,home-pc,0,0
1601652468466,11,click_clients,200,,UC_02_sendComment 1-3,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652468478,10,click_guestbook_1,200,,UC_02_sendComment 1-3,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652468489,10,click_guestbook_2,200,,UC_02_sendComment 1-3,text,true,,4154,344,5,6,http://localhost:8080/service/guestbook,,10,UTF-8,1,0,home-pc,0,0
1601652468499,59,create_COMMENT_1,200,,UC_02_sendComment 1-3,text,true,,274,657,5,6,http://localhost:8080/service/guestbook,,59,UTF-8,1,0,home-pc,0,0
1601652468559,6,create_COMMENT_2,200,,UC_02_sendComment 1-3,text,true,,4337,318,5,6,http://localhost:8080/service/guestbook,,6,UTF-8,1,0,home-pc,0,0
1601652468564,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652468579,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652468589,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652468647,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652468564,94,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,41907,2386,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652468564,14,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,,14,utf-8,1,0,home-pc,0,0
1601652468579,10,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,10,utf-8,1,0,home-pc,0,0
1601652468590,8,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,8,utf-8,1,0,home-pc,0,0
1601652468599,5,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,4337,344,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652468648,5,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,574,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652468653,5,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,4396,318,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652467816,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1262,0
1601652469079,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652469088,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652469145,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652467816,1339,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-4,,true,,42071,2516,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652469067,11,connect_to_server,200,,UC_02_sendComment 1-4,text,true,,22653,355,5,6,http://localhost:8080/,,11,utf-8,1,0,home-pc,0,0
1601652469079,9,click_clients,200,,UC_02_sendComment 1-4,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652469089,7,click_guestbook_1,200,,UC_02_sendComment 1-4,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,7,utf-8,1,0,home-pc,0,0
1601652469097,4,click_guestbook_2,200,,UC_02_sendComment 1-4,text,true,,4396,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469145,5,create_COMMENT_1,200,,UC_02_sendComment 1-4,text,true,,274,704,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652469151,4,create_COMMENT_2,200,,UC_02_sendComment 1-4,text,true,,4501,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652467816,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1511,0
1601652469327,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652469336,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652469348,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,20,0
1601652467816,1552,UC_02_sendComment,500,"Number of samples in transaction : 6, number of failing samples : 2",UC_02_sendComment 1-1,,false,,43031,2510,5,6,null,,0,ISO-8859-1,1,1,home-pc,0,1
1601652469316,10,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,,10,utf-8,1,0,home-pc,0,0
1601652469327,9,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,9,utf-8,1,0,home-pc,0,0
1601652469336,7,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,7,utf-8,1,0,home-pc,0,0
1601652469344,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,4501,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469348,13,create_COMMENT_1,500,,UC_02_sendComment 1-1,text,false,Test failed: text expected to contain /OK/,1129,698,5,6,http://localhost:8080/service/guestbook,,12,UTF-8,1,1,home-pc,0,0
1601652469361,7,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,false,Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Спасибо!'/,4501,318,5,6,http://localhost:8080/service/guestbook,,6,UTF-8,1,1,home-pc,0,1
1601652468659,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1267,0
1601652466025,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,3902,0
1601652469927,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652469927,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652469939,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652469939,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652469954,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652469954,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,10,0
1601652468659,1305,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,42333,2358,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652466025,3939,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-5,,true,,42333,2527,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652469911,15,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,,14,utf-8,1,0,home-pc,0,0
1601652469911,16,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,,16,utf-8,1,0,home-pc,0,0
1601652469927,11,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652469928,11,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652469939,10,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652469940,10,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652469950,4,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,4501,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469951,3,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,4501,344,5,6,http://localhost:8080/service/guestbook,,3,UTF-8,1,0,home-pc,0,0
1601652469955,5,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,546,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469955,4,create_COMMENT_1,200,,UC_02_sendComment 1-5,text,true,,274,715,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469960,4,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,4658,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469960,4,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,true,,4658,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652468566,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1766,0
1601652469375,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,958,0
1601652470332,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652470333,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,11,0
1601652470344,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,15,0
1601652470343,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,16,0
1601652470359,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,67,0
1601652469375,1051,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-1,,true,,42585,2486,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652470317,15,connect_to_server,200,,UC_02_sendComment 1-1,text,true,,22653,355,5,6,http://localhost:8080/,,15,utf-8,1,0,home-pc,0,0
1601652470333,11,click_clients,200,,UC_02_sendComment 1-1,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652470344,10,click_guestbook_1,200,,UC_02_sendComment 1-1,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652470355,4,click_guestbook_2,200,,UC_02_sendComment 1-1,text,true,,4658,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652470360,11,create_COMMENT_1,200,,UC_02_sendComment 1-1,text,true,,274,674,5,6,http://localhost:8080/service/guestbook,,11,UTF-8,1,0,home-pc,0,0
1601652470372,54,create_COMMENT_2,200,,UC_02_sendComment 1-1,text,true,,4753,318,5,6,http://localhost:8080/service/guestbook,,54,UTF-8,1,0,home-pc,0,0
1601652470359,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,69,0
1601652468566,1862,UC_02_sendComment,500,"Number of samples in transaction : 6, number of failing samples : 2",UC_02_sendComment 1-3,,false,,43479,2621,5,6,null,,0,ISO-8859-1,1,1,home-pc,0,1
1601652470317,14,connect_to_server,200,,UC_02_sendComment 1-3,text,true,,22653,355,5,6,http://localhost:8080/,,14,utf-8,1,0,home-pc,0,0
1601652470332,11,click_clients,200,,UC_02_sendComment 1-3,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652470344,11,click_guestbook_1,200,,UC_02_sendComment 1-3,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,11,utf-8,1,0,home-pc,0,0
1601652470355,4,click_guestbook_2,200,,UC_02_sendComment 1-3,text,true,,4658,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652470360,19,create_COMMENT_1,500,,UC_02_sendComment 1-3,text,false,Test failed: text expected to contain /OK/,1168,809,5,6,http://localhost:8080/service/guestbook,,19,UTF-8,1,1,home-pc,0,0
1601652470379,49,create_COMMENT_2,200,,UC_02_sendComment 1-3,text,false,Test failed: text expected to contain /<b>Центральный банк Российской Федерации</b>: 'Благодарю за отличную работу!'/,4753,318,5,6,http://localhost:8080/service/guestbook,,49,UTF-8,1,1,home-pc,0,1
1601652469964,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1016,0
1601652469965,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,1016,0
1601652470981,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,12,0
1601652470981,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652470993,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,17,0
1601652470994,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,16,0
1601652471010,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652471010,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652469964,1055,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,42850,2536,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652469965,1054,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-5,,true,,42850,2388,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652470965,14,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,,14,utf-8,1,0,home-pc,0,0
1601652470981,11,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652470965,16,connect_to_server,200,,UC_02_sendComment 1-5,text,true,,22653,355,5,6,http://localhost:8080/,,15,utf-8,1,0,home-pc,0,0
1601652470993,11,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,11,utf-8,1,0,home-pc,0,0
1601652471005,4,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,4753,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652470982,11,click_clients,200,,UC_02_sendComment 1-5,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,11,utf-8,1,0,home-pc,0,0
1601652471010,5,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,724,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652470994,10,click_guestbook_1,200,,UC_02_sendComment 1-5,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,10,utf-8,1,0,home-pc,0,0
1601652471015,4,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,4923,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652471005,4,click_guestbook_2,200,,UC_02_sendComment 1-5,text,true,,4753,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652471010,5,create_COMMENT_1,200,,UC_02_sendComment 1-5,text,true,,274,576,5,6,http://localhost:8080/service/guestbook,,5,UTF-8,1,0,home-pc,0,0
1601652471015,4,create_COMMENT_2,200,,UC_02_sendComment 1-5,text,true,,4923,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652471020,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652471029,0,click_clients,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,8,0
1601652471037,0,click_guestbook,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,13,0
1601652471050,0,create_COMMENT,200,"Number of samples in transaction : 2, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,9,0
1601652471020,39,UC_02_sendComment,200,"Number of samples in transaction : 6, number of failing samples : 0",UC_02_sendComment 1-2,,true,,43107,2468,5,6,null,,0,ISO-8859-1,1,0,home-pc,0,0
1601652471020,9,connect_to_server,200,,UC_02_sendComment 1-2,text,true,,22653,355,5,6,http://localhost:8080/,,9,utf-8,1,0,home-pc,0,0
1601652471030,7,click_clients,200,,UC_02_sendComment 1-2,text,true,,6135,400,5,6,http://localhost:8080/clients.html,,7,utf-8,1,0,home-pc,0,0
1601652471038,7,click_guestbook_1,200,,UC_02_sendComment 1-2,text,true,,4112,395,5,6,http://localhost:8080/guestbook.html,,7,utf-8,1,0,home-pc,0,0
1601652471045,4,click_guestbook_2,200,,UC_02_sendComment 1-2,text,true,,4923,344,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652471050,4,create_COMMENT_1,200,,UC_02_sendComment 1-2,text,true,,274,656,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652471055,4,create_COMMENT_2,200,,UC_02_sendComment 1-2,text,true,,5010,318,5,6,http://localhost:8080/service/guestbook,,4,UTF-8,1,0,home-pc,0,0
1601652469156,0,connect_to_server,200,"Number of samples in transaction : 1, number of failing samples : 0",,,true,,0,0,0,0,null,,0,ISO-8859-1,1,0,home-pc,2546,0
